schedule_delay_p50_s,schedule_delay_p90_s,schedule_delay_p95_s,runtime_p50_s,runtime_p90_s,runtime_p95_s,preexisting_creation_na,prescheduled_na,posttrace_deletion_na,tmin_s,tmax_s
0.0,59.0,136.5,8278.5,286786.50000000023,611450.4,7280,7280,8878,75.0,2677541.0
